MID	START	END	TIME	F1	F2	F3	PAT	T1	T2	T3	T4	T5	Q1c1	Q1c2	Q1c3	Q1c4	Q1c5	Q2s1	Q2s2	Q2s3	Q2s4	Q2s5	Q3s1	Q3s2	Q3s3	Q3s4	Q3s5	Q4s1c1	Q4s1c2	Q4s1c3	Q4s1c4	Q4s1c5	Q4s2c1	Q4s2c2	Q4s2c3	Q4s2c4	Q4s2c5	Q4s3c1	Q4s3c2	Q4s3c3	Q4s3c4	Q4s3c5	Q4s4c1	Q4s4c2	Q4s4c3	Q4s4c4	Q4s4c5	Q4s5c1	Q4s5c2	Q4s5c3	Q4s5c4	Q4s5c5
2504	2025/11/01 23:04:55	2025/11/01 23:14:14	559	1	27	1	26	31	8	62	79	179	1	1	1	1	0	4	4	4	3	0	4	4	2	0	0	1	1	1	0	0	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0
2505	2025/11/05 21:49:08	2025/11/05 21:55:00	352	1	21	1	26	31	8	62	79	179	1	1	1	0	1	4	4	4	0	2	3	2	4	0	0	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0
2506	2025/11/04 00:58:33	2025/11/04 01:10:49	736	1	22	1	26	31	8	62	79	179	1	1	1	1	0	3	4	3	3	0	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2507	2025/11/03 14:45:30	2025/11/03 14:51:42	372	1	27	1	26	31	8	62	79	179	1	1	1	1	1	4	2	5	3	3	2	0	5	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0
2508	2025/11/04 00:24:24	2025/11/04 00:30:15	351	1	22	1	26	31	8	62	79	179	1	0	0	1	1	4	0	0	4	4	4	0	0	5	4	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	1	0	0	0	1
2509	2025/11/06 13:52:44	2025/11/06 14:00:21	457	1	26	1	26	31	8	62	79	179	1	1	0	1	1	3	4	0	2	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2510	2025/11/05 16:54:49	2025/11/05 17:01:42	413	1	27	1	26	31	8	62	79	179	0	1	1	1	1	0	4	5	3	3	0	4	4	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0
2511	2025/11/02 10:49:42	2025/11/02 11:02:06	744	1	32	2	26	31	8	62	79	179	1	1	1	1	0	2	4	4	2	0	0	4	4	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0
2512	2025/11/05 08:40:05	2025/11/05 08:50:19	614	1	38	2	26	31	8	62	79	179	1	1	0	0	1	3	5	0	0	5	0	4	0	0	4	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
2513	2025/11/05 03:36:27	2025/11/05 03:48:16	709	1	35	2	26	31	8	62	79	179	1	1	1	1	1	3	4	4	3	3	0	3	4	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0
2514	2025/11/05 22:35:13	2025/11/05 22:49:01	828	1	32	2	26	31	8	62	79	179	1	1	1	1	0	2	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2515	2025/11/06 23:32:14	2025/11/06 23:46:00	826	1	37	2	26	31	8	62	79	179	1	0	1	1	1	3	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2516	2025/11/03 00:26:08	2025/11/03 00:40:45	877	1	36	2	26	31	8	62	79	179	1	1	1	1	1	3	4	2	4	2	0	1	0	5	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
2517	2025/11/07 05:37:45	2025/11/07 05:50:33	768	1	33	2	26	31	8	62	79	179	1	1	1	1	1	4	4	2	3	3	3	5	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0
2518	2025/11/05 03:46:06	2025/11/05 03:53:22	436	1	32	2	26	31	8	62	79	179	0	1	0	1	0	0	5	0	3	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2519	2025/11/05 18:24:17	2025/11/05 18:38:04	827	1	34	2	26	31	8	62	79	179	1	1	1	1	0	5	1	4	3	0	1	0	5	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0
2520	2025/11/06 07:25:16	2025/11/06 07:36:23	667	1	34	2	26	31	8	62	79	179	1	1	1	1	0	4	5	5	4	0	4	5	4	5	0	1	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0
2521	2025/11/03 18:16:13	2025/11/03 18:23:27	434	1	45	3	26	31	8	62	79	179	1	1	1	1	1	3	4	2	3	3	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2522	2025/11/01 23:35:31	2025/11/01 23:45:33	602	1	46	3	26	31	8	62	79	179	1	1	1	0	0	2	4	4	0	0	0	3	4	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0
2523	2025/11/05 14:20:32	2025/11/05 14:34:06	814	1	46	3	26	31	8	62	79	179	1	0	0	1	0	4	0	0	4	0	5	0	0	5	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0
2524	2025/11/01 10:16:42	2025/11/01 10:21:18	276	1	44	3	26	31	8	62	79	179	1	1	1	1	0	5	3	4	4	0	4	0	5	5	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0
2525	2025/11/03 19:59:50	2025/11/03 20:09:53	603	1	44	3	26	31	8	62	79	179	0	1	1	1	0	0	5	4	4	0	0	4	3	4	0	0	1	1	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0
2526	2025/11/05 01:31:56	2025/11/05 01:39:09	433	1	44	3	26	31	8	62	79	179	0	0	1	1	1	0	0	5	4	3	0	0	4	3	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0
2527	2025/11/06 16:06:39	2025/11/06 16:21:12	873	1	47	3	26	31	8	62	79	179	1	1	0	1	1	3	5	0	3	3	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2528	2025/11/06 21:21:51	2025/11/06 21:29:35	464	1	40	3	26	31	8	62	79	179	0	1	0	1	1	0	4	0	3	3	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2529	2025/11/03 18:56:21	2025/11/03 19:00:34	253	1	45	3	26	31	8	62	79	179	0	1	1	0	1	0	4	3	0	3	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2530	2025/11/04 02:51:25	2025/11/04 03:02:47	682	1	49	3	26	31	8	62	79	179	1	1	1	1	0	4	5	5	4	0	4	5	5	4	0	1	1	0	1	0	0	1	0	0	0	0	1	1	1	0	1	1	1	0	0	1	1	0	1	0
2531	2025/11/04 14:23:18	2025/11/04 14:33:56	638	1	52	4	26	31	8	62	79	179	1	0	1	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2532	2025/11/03 14:33:51	2025/11/03 14:41:14	443	1	59	4	26	31	8	62	79	179	1	1	1	1	1	3	4	4	4	3	0	2	2	3	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0
2533	2025/11/03 05:04:26	2025/11/03 05:12:03	457	1	52	4	26	31	8	62	79	179	1	0	1	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2534	2025/11/04 19:46:40	2025/11/04 19:52:40	360	1	57	4	26	31	8	62	79	179	1	1	1	1	0	3	3	5	4	0	0	0	5	4	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0
2535	2025/11/05 18:36:41	2025/11/05 18:43:52	431	1	54	4	26	31	8	62	79	179	0	1	0	1	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2536	2025/11/07 06:46:46	2025/11/07 06:58:14	688	1	57	4	26	31	8	62	79	179	1	1	0	1	1	3	3	0	4	3	0	0	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2537	2025/11/03 08:06:28	2025/11/03 08:15:15	527	1	52	4	26	31	8	62	79	179	1	1	0	1	1	5	3	0	4	3	5	0	0	2	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2538	2025/11/02 09:20:25	2025/11/02 09:32:20	715	1	52	4	26	31	8	62	79	179	0	1	1	0	0	0	4	5	0	0	0	4	5	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0
2539	2025/11/01 09:41:38	2025/11/01 09:47:09	331	1	59	4	26	31	8	62	79	179	1	1	1	1	0	4	2	5	3	0	1	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0
2540	2025/11/03 12:39:17	2025/11/03 12:50:29	672	1	52	4	26	31	8	62	79	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2541	2025/11/04 21:55:44	2025/11/04 22:05:18	574	1	62	5	26	31	8	62	79	179	0	1	1	1	0	0	5	1	3	0	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2542	2025/11/03 14:40:57	2025/11/03 14:55:26	869	1	65	5	26	31	8	62	79	179	1	0	1	1	0	4	0	3	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2543	2025/11/06 01:10:42	2025/11/06 01:18:29	467	1	64	5	26	31	8	62	79	179	1	1	1	0	0	3	4	4	0	0	0	5	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
2544	2025/11/07 07:56:55	2025/11/07 08:01:31	276	1	65	5	26	31	8	62	79	179	1	1	1	1	1	4	3	3	3	3	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2545	2025/11/05 20:58:26	2025/11/05 21:10:26	720	1	65	5	26	31	8	62	79	179	0	1	0	1	1	0	3	0	3	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
2546	2025/11/06 06:56:12	2025/11/06 07:07:09	657	1	64	5	26	31	8	62	79	179	1	1	1	0	1	3	3	4	0	4	0	0	5	0	5	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1
2547	2025/11/01 18:10:04	2025/11/01 18:17:37	453	1	66	5	26	31	8	62	79	179	1	1	1	0	1	3	5	4	0	4	0	5	5	0	4	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1
2548	2025/11/06 18:09:17	2025/11/06 18:13:23	246	1	64	5	26	31	8	62	79	179	1	1	0	1	0	4	5	0	4	0	4	5	0	4	0	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	0
2549	2025/11/03 03:51:12	2025/11/03 03:56:30	318	1	60	5	26	31	8	62	79	179	1	1	0	1	0	3	5	0	3	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
2550	2025/11/01 19:40:15	2025/11/01 19:46:16	361	1	60	5	26	31	8	62	79	179	1	1	1	1	0	3	4	5	4	0	0	1	3	3	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0
2551	2025/11/02 12:51:47	2025/11/02 13:02:06	619	2	21	1	26	31	8	62	79	179	1	1	0	0	1	3	4	0	0	3	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
2552	2025/11/01 20:52:51	2025/11/01 21:03:39	648	2	28	1	26	31	8	62	79	179	1	1	1	1	1	2	3	5	3	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
2553	2025/11/02 18:25:49	2025/11/02 18:35:03	554	2	24	1	26	31	8	62	79	179	1	0	0	1	1	5	0	0	3	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
2554	2025/11/07 02:07:45	2025/11/07 02:13:21	336	2	20	1	26	31	8	62	79	179	1	1	1	0	1	2	2	4	0	3	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
2555	2025/11/06 04:59:06	2025/11/06 05:08:41	575	2	25	1	26	31	8	62	79	179	1	1	1	0	1	4	4	2	0	4	4	4	0	0	5	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1	1	0	0	1
2556	2025/11/06 04:57:07	2025/11/06 05:10:18	791	2	22	1	26	31	8	62	79	179	1	1	1	1	0	2	4	4	2	0	0	2	5	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0
2557	2025/11/01 21:04:45	2025/11/01 21:12:32	467	2	22	1	26	31	8	62	79	179	0	1	1	0	1	0	4	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2558	2025/11/01 18:56:34	2025/11/01 19:11:13	879	2	22	1	26	31	8	62	79	179	1	1	1	1	0	5	3	4	4	0	5	0	2	2	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	1	1	0
2559	2025/11/06 13:48:01	2025/11/06 13:56:45	524	2	26	1	26	31	8	62	79	179	1	1	1	1	1	3	2	4	4	3	0	0	4	4	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
2560	2025/11/07 03:05:30	2025/11/07 03:16:29	659	2	27	1	26	31	8	62	79	179	1	1	1	1	1	2	5	5	2	3	0	3	4	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
2561	2025/11/02 14:43:55	2025/11/02 14:52:41	526	2	30	2	26	31	8	62	79	179	0	1	1	1	1	0	5	3	4	4	0	5	0	5	4	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1
2562	2025/11/03 09:28:17	2025/11/03 09:32:17	240	2	37	2	26	31	8	62	79	179	1	1	1	1	0	2	4	3	3	0	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2563	2025/11/06 02:16:00	2025/11/06 02:30:09	849	2	37	2	26	31	8	62	79	179	0	0	1	1	0	0	0	4	4	0	0	0	4	5	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0
2564	2025/11/03 20:51:47	2025/11/03 21:05:31	824	2	35	2	26	31	8	62	79	179	1	0	0	1	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2565	2025/11/04 15:40:49	2025/11/04 15:55:36	887	2	31	2	26	31	8	62	79	179	1	0	1	1	0	4	0	4	4	0	4	0	5	4	0	1	0	0	1	0	1	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
2566	2025/11/06 22:11:45	2025/11/06 22:22:19	634	2	39	2	26	31	8	62	79	179	1	0	1	0	1	4	0	3	0	2	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
2567	2025/11/06 10:47:45	2025/11/06 11:02:23	878	2	39	2	26	31	8	62	79	179	0	1	0	1	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2568	2025/11/06 00:18:15	2025/11/06 00:23:31	316	2	34	2	26	31	8	62	79	179	0	1	1	1	1	0	3	2	4	4	0	0	0	1	4	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0
2569	2025/11/02 21:15:46	2025/11/02 21:22:48	422	2	33	2	26	31	8	62	79	179	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2570	2025/11/03 07:52:37	2025/11/03 08:01:40	543	2	30	2	26	31	8	62	79	179	0	1	1	1	0	0	4	3	4	0	0	5	0	5	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0
2571	2025/11/04 04:46:28	2025/11/04 04:50:47	259	2	46	3	26	31	8	62	79	179	1	1	1	1	0	2	3	5	4	0	0	0	4	3	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0
2572	2025/11/02 22:24:03	2025/11/02 22:33:07	544	2	46	3	26	31	8	62	79	179	1	1	0	0	1	5	4	0	0	5	4	4	0	0	5	0	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	1	0	0	0	1
2573	2025/11/01 13:12:17	2025/11/01 13:24:04	707	2	48	3	26	31	8	62	79	179	1	1	1	0	1	4	4	4	0	3	5	2	5	0	0	0	1	1	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0
2574	2025/11/03 13:17:00	2025/11/03 13:29:07	727	2	41	3	26	31	8	62	79	179	0	0	1	1	1	0	0	4	3	3	0	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
2575	2025/11/02 03:33:35	2025/11/02 03:48:06	871	2	49	3	26	31	8	62	79	179	1	0	1	1	1	4	0	1	3	3	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
2576	2025/11/04 06:40:42	2025/11/04 06:52:58	736	2	45	3	26	31	8	62	79	179	1	1	1	1	1	4	4	1	4	3	4	3	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	1	0
2577	2025/11/06 08:29:47	2025/11/06 08:39:19	572	2	40	3	26	31	8	62	79	179	1	0	1	1	1	4	0	5	3	4	4	0	4	0	4	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1
2578	2025/11/06 11:03:35	2025/11/06 11:14:34	659	2	42	3	26	31	8	62	79	179	0	1	1	1	0	0	4	4	3	0	0	3	5	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
2579	2025/11/03 13:37:02	2025/11/03 13:49:19	737	2	44	3	26	31	8	62	79	179	1	0	0	1	1	4	0	0	3	4	5	0	0	0	5	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	1
2580	2025/11/04 14:42:26	2025/11/04 14:50:46	500	2	42	3	26	31	8	62	79	179	1	1	0	1	1	2	4	0	3	3	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2581	2025/11/06 08:54:11	2025/11/06 09:09:00	889	2	53	4	26	31	8	62	79	179	1	1	0	0	0	3	5	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2582	2025/11/06 02:49:48	2025/11/06 03:01:32	704	2	57	4	26	31	8	62	79	179	0	1	0	1	1	0	5	0	3	4	0	2	0	0	4	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0
2583	2025/11/06 07:53:36	2025/11/06 08:04:42	666	2	56	4	26	31	8	62	79	179	1	1	1	1	1	4	5	2	3	3	2	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
2584	2025/11/05 12:49:47	2025/11/05 13:03:27	820	2	58	4	26	31	8	62	79	179	0	1	1	1	1	0	5	5	3	4	0	5	4	0	4	0	1	1	0	1	0	1	0	0	1	0	1	1	0	0	0	1	1	0	1	0	0	1	0	1
2585	2025/11/05 18:38:24	2025/11/05 18:49:45	681	2	57	4	26	31	8	62	79	179	1	1	0	1	0	3	5	0	5	0	0	4	0	4	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2586	2025/11/07 04:35:58	2025/11/07 04:48:10	732	2	56	4	26	31	8	62	79	179	1	1	1	1	1	3	2	5	4	2	0	0	5	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
2587	2025/11/05 13:23:22	2025/11/05 13:30:52	450	2	54	4	26	31	8	62	79	179	1	1	1	1	0	3	4	2	4	0	0	5	0	5	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0
2588	2025/11/05 00:44:37	2025/11/05 00:56:05	688	2	52	4	26	31	8	62	79	179	1	1	1	0	0	2	5	3	0	0	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2589	2025/11/04 20:17:15	2025/11/04 20:26:01	526	2	59	4	26	31	8	62	79	179	0	1	1	1	1	0	4	5	4	3	0	5	4	5	0	0	1	1	1	0	0	0	0	1	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0
2590	2025/11/04 08:09:34	2025/11/04 08:17:49	495	2	58	4	26	31	8	62	79	179	1	1	1	0	0	4	3	3	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2591	2025/11/04 19:01:18	2025/11/04 19:12:12	654	2	64	5	26	31	8	62	79	179	1	1	1	1	0	3	5	2	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2592	2025/11/07 04:53:15	2025/11/07 04:57:19	244	2	67	5	26	31	8	62	79	179	1	0	1	0	1	4	0	4	0	3	4	0	2	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0
2593	2025/11/06 06:47:49	2025/11/06 06:59:45	716	2	63	5	26	31	8	62	79	179	0	0	1	1	1	0	0	4	3	3	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
2594	2025/11/05 17:24:59	2025/11/05 17:36:18	679	2	64	5	26	31	8	62	79	179	0	1	0	1	1	0	4	0	5	4	0	2	0	5	5	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0
2595	2025/11/03 16:34:23	2025/11/03 16:47:32	789	2	66	5	26	31	8	62	79	179	1	1	0	0	0	4	4	0	0	0	2	4	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0
2596	2025/11/05 19:33:22	2025/11/05 19:39:01	339	2	60	5	26	31	8	62	79	179	1	1	1	1	0	5	5	5	4	0	4	5	5	1	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	0
2597	2025/11/04 09:45:22	2025/11/04 09:59:44	862	2	67	5	26	31	8	62	79	179	0	1	1	1	1	0	3	3	3	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
2598	2025/11/05 05:14:22	2025/11/05 05:24:21	599	2	63	5	26	31	8	62	79	179	1	1	1	1	1	4	4	5	4	3	5	5	2	5	0	1	1	0	1	0	1	1	0	1	0	1	0	1	0	0	0	1	0	1	0	1	1	1	1	0
2599	2025/11/04 05:26:21	2025/11/04 05:38:00	699	2	61	5	26	31	8	62	79	179	1	1	1	1	1	3	5	3	4	4	0	5	0	4	4	0	1	0	1	1	0	0	0	0	1	0	1	0	1	0	0	1	0	1	1	0	0	0	1	0
2600	2025/11/03 16:57:23	2025/11/03 17:08:15	652	2	67	5	26	31	8	62	79	179	0	1	0	0	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2601	2025/11/05 15:50:22	2025/11/05 15:54:39	257	1	27	1	27	224	5	297	83	255	0	1	0	1	0	0	3	0	4	0	0	0	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2602	2025/11/02 04:36:28	2025/11/02 04:49:01	753	1	27	1	27	224	5	297	83	255	0	1	0	1	1	0	5	0	3	2	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2603	2025/11/03 01:44:38	2025/11/03 01:51:31	413	1	27	1	27	224	5	297	83	255	1	1	0	1	0	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2604	2025/11/01 16:55:58	2025/11/01 17:00:09	251	1	26	1	27	224	5	297	83	255	1	0	0	1	0	5	0	0	4	0	5	0	0	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2605	2025/11/06 10:25:46	2025/11/06 10:32:56	430	1	26	1	27	224	5	297	83	255	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2606	2025/11/04 01:26:30	2025/11/04 01:39:08	758	1	23	1	27	224	5	297	83	255	0	1	0	0	0	0	4	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2607	2025/11/01 22:39:35	2025/11/01 22:45:37	362	1	29	1	27	224	5	297	83	255	1	1	1	0	1	5	4	3	0	3	1	4	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
2608	2025/11/02 09:32:28	2025/11/02 09:38:28	360	1	27	1	27	224	5	297	83	255	1	1	1	0	1	5	4	1	0	4	4	5	0	0	4	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0
