MID	START	END	TIME	F1	F2t1	F3	PATt1	T1t1	T2t1	T3t1	T4t1	T5t1	Q1c1	Q1c2	Q1c3	Q1c4	Q1c5	Q2s1	Q2s2	Q2s3	Q2s4	Q2s5	Q3s1	Q3s2	Q3s3	Q3s4	Q3s5	Q4s1c1	Q4s1c2	Q4s1c3	Q4s1c4	Q4s1c5	Q4s2c1	Q4s2c2	Q4s2c3	Q4s2c4	Q4s2c5	Q4s3c1	Q4s3c2	Q4s3c3	Q4s3c4	Q4s3c5	Q4s4c1	Q4s4c2	Q4s4c3	Q4s4c4	Q4s4c5	Q4s5c1	Q4s5c2	Q4s5c3	Q4s5c4	Q4s5c5	STA	ê´ï 	îNóÓ 
3078	2025/11/04-11:27:22	2025/11/04-11:36:41	0:9:19	2	40	3	31	287	76	231	88	202	1	1	0	1	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	40
3079	2025/11/03-23:29:31	2025/11/03-23:33:57	0:4:26	2	48	3	31	287	76	231	88	202	1	1	0	1	0	3	5	0	5	0	0	4	0	5	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	COMP	2	48
3080	2025/11/05-12:04:11	2025/11/05-12:08:56	0:4:45	2	43	3	31	287	76	231	88	202	0	0	1	1	1	0	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	43
3081	2025/11/01-19:56:55	2025/11/01-20:05:20	0:8:25	2	51	4	31	287	76	231	88	202	1	1	1	0	0	4	3	3	0	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	COMP	2	51
3082	2025/11/02-13:30:42	2025/11/02-13:39:03	0:8:21	2	50	4	31	287	76	231	88	202	0	1	1	0	0	0	4	4	0	0	0	4	5	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	COMP	2	50
3083	2025/11/01-19:20:24	2025/11/01-19:33:59	0:13:35	2	52	4	31	287	76	231	88	202	1	1	0	1	1	2	2	0	2	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	COMP	2	52
3084	2025/11/03-08:47:46	2025/11/03-08:53:14	0:5:28	2	53	4	31	287	76	231	88	202	0	1	0	1	1	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	53
3085	2025/11/03-14:01:16	2025/11/03-14:12:22	0:11:6	2	51	4	31	287	76	231	88	202	0	1	1	1	0	0	1	4	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	COMP	2	51
3086	2025/11/03-04:11:14	2025/11/03-04:19:48	0:8:34	2	58	4	31	287	76	231	88	202	1	1	1	1	0	4	5	3	4	0	4	1	0	3	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	COMP	2	58
3087	2025/11/06-02:53:25	2025/11/06-02:58:19	0:4:54	2	57	4	31	287	76	231	88	202	1	1	1	1	0	2	3	4	4	0	0	0	5	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	COMP	2	57
3088	2025/11/01-18:03:22	2025/11/01-18:09:29	0:6:7	2	55	4	31	287	76	231	88	202	0	1	1	1	1	0	2	4	3	3	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	COMP	2	55
3089	2025/11/06-22:29:26	2025/11/06-22:34:51	0:5:25	2	59	4	31	287	76	231	88	202	1	0	1	1	0	3	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	59
3090	2025/11/06-16:01:12	2025/11/06-16:14:45	0:13:33	2	56	4	31	287	76	231	88	202	0	1	0	1	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	56
3091	2025/11/05-19:08:33	2025/11/05-19:23:20	0:14:47	2	62	5	31	287	76	231	88	202	0	0	1	1	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	62
3092	2025/11/06-12:36:15	2025/11/06-12:47:33	0:11:18	2	69	5	31	287	76	231	88	202	1	1	0	1	1	3	4	0	5	4	0	5	0	5	5	0	0	0	1	0	0	1	0	1	1	0	1	0	1	0	0	0	0	1	0	0	1	0	1	1	COMP	2	69
3093	2025/11/06-17:15:49	2025/11/06-17:23:47	0:7:58	2	66	5	31	287	76	231	88	202	0	1	1	1	1	0	5	3	3	3	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	66
3094	2025/11/04-22:21:28	2025/11/04-22:29:19	0:7:51	2	61	5	31	287	76	231	88	202	1	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	61
3095	2025/11/03-13:49:11	2025/11/03-14:04:09	0:14:58	2	65	5	31	287	76	231	88	202	0	1	1	1	0	0	1	4	3	0	0	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	COMP	2	65
3096	2025/11/02-08:14:03	2025/11/02-08:25:20	0:11:17	2	61	5	31	287	76	231	88	202	1	1	0	1	1	3	3	0	3	4	0	0	0	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	COMP	2	61
3097	2025/11/01-10:17:16	2025/11/01-10:25:57	0:8:41	2	62	5	31	287	76	231	88	202	1	0	1	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	62
3098	2025/11/04-13:31:01	2025/11/04-13:44:32	0:13:31	2	68	5	31	287	76	231	88	202	0	1	1	1	1	0	4	4	2	3	0	5	5	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	COMP	2	68
3099	2025/11/04-05:43:03	2025/11/04-05:47:17	0:4:14	2	65	5	31	287	76	231	88	202	1	1	1	1	0	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	65
3100	2025/11/04-13:25:53	2025/11/04-13:38:43	0:12:50	2	68	5	31	287	76	231	88	202	0	1	1	1	0	0	4	2	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	COMP	2	68
3101	2025/11/06-13:52:02	2025/11/06-14:05:18	0:13:16	1	26	1	32	185	30	3	142	65	1	1	1	1	0	4	3	3	2	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	COMP	1	26
3102	2025/11/04-05:15:52	2025/11/04-05:26:08	0:10:16	1	23	1	32	185	30	3	142	65	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	23
3103	2025/11/04-22:54:58	2025/11/04-23:08:23	0:13:25	1	20	1	32	185	30	3	142	65	0	1	1	0	1	0	4	4	0	4	0	5	5	0	2	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	0	1	COMP	1	20
3104	2025/11/04-01:37:15	2025/11/04-01:52:00	0:14:45	1	24	1	32	185	30	3	142	65	1	0	1	1	1	2	0	5	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	COMP	1	24
3105	2025/11/02-09:58:46	2025/11/02-10:09:05	0:10:19	1	23	1	32	185	30	3	142	65	1	0	1	1	1	3	0	3	4	4	0	0	0	4	4	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	COMP	1	23
3106	2025/11/05-19:46:56	2025/11/05-19:59:26	0:12:30	1	28	1	32	185	30	3	142	65	1	1	1	1	1	4	3	5	3	3	4	0	2	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	COMP	1	28
3107	2025/11/05-20:17:17	2025/11/05-20:28:21	0:11:4	1	22	1	32	185	30	3	142	65	1	1	1	1	1	4	3	4	3	4	5	0	5	0	5	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	1	0	1	0	1	COMP	1	22
3108	2025/11/06-09:44:34	2025/11/06-09:57:39	0:13:5	1	20	1	32	185	30	3	142	65	1	1	1	1	1	3	3	5	4	4	0	0	5	5	5	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	COMP	1	20
3109	2025/11/04-01:59:11	2025/11/04-02:04:17	0:5:6	1	24	1	32	185	30	3	142	65	1	1	1	0	1	2	4	4	0	5	0	4	5	0	5	0	1	1	0	0	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	1	COMP	1	24
3110	2025/11/05-16:54:27	2025/11/05-16:59:13	0:4:46	1	24	1	32	185	30	3	142	65	1	0	1	1	0	2	0	4	3	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	COMP	1	24
3111	2025/11/03-03:15:38	2025/11/03-03:22:20	0:6:42	1	37	2	32	185	30	3	142	65	0	1	0	1	0	0	5	0	4	0	0	2	0	4	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	COMP	1	37
3112	2025/11/01-21:41:22	2025/11/01-21:48:46	0:7:24	1	31	2	32	185	30	3	142	65	0	1	1	0	0	0	5	3	0	0	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	COMP	1	31
3113	2025/11/01-12:28:48	2025/11/01-12:41:41	0:12:53	1	34	2	32	185	30	3	142	65	1	1	1	1	1	1	4	4	2	4	0	5	5	0	1	0	0	1	0	1	0	0	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	COMP	1	34
3114	2025/11/01-18:33:58	2025/11/01-18:48:41	0:14:43	1	33	2	32	185	30	3	142	65	1	1	1	1	1	3	5	5	5	5	0	4	4	5	5	0	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	COMP	1	33
3115	2025/11/02-22:07:24	2025/11/02-22:14:54	0:7:30	1	35	2	32	185	30	3	142	65	1	0	1	0	0	5	0	3	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	COMP	1	35
3116	2025/11/06-08:30:07	2025/11/06-08:43:26	0:13:19	1	39	2	32	185	30	3	142	65	1	1	0	0	1	1	5	0	0	4	0	2	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	COMP	1	39
3117	2025/11/02-10:45:07	2025/11/02-10:50:55	0:5:48	1	32	2	32	185	30	3	142	65	1	1	1	0	0	4	4	4	0	0	4	5	1	0	0	0	1	1	0	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	1	1	1	0	0	COMP	1	32
3118	2025/11/07-05:30:43	2025/11/07-05:43:21	0:12:38	1	30	2	32	185	30	3	142	65	1	0	1	0	1	4	0	5	0	3	4	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	COMP	1	30
3119	2025/11/02-04:31:08	2025/11/02-04:36:01	0:4:53	1	37	2	32	185	30	3	142	65	0	0	1	1	1	0	0	3	2	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	COMP	1	37
3120	2025/11/04-22:38:43	2025/11/04-22:49:23	0:10:40	1	37	2	32	185	30	3	142	65	1	1	1	1	1	3	3	5	3	3	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	COMP	1	37
3121	2025/11/03-09:14:43	2025/11/03-09:29:17	0:14:34	1	46	3	32	185	30	3	142	65	0	1	1	1	1	0	2	3	5	5	0	0	0	4	2	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	COMP	1	46
3122	2025/11/06-05:05:20	2025/11/06-05:15:03	0:9:43	1	47	3	32	185	30	3	142	65	1	1	1	1	0	4	3	4	3	0	5	0	5	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	COMP	1	47
3123	2025/11/05-22:21:05	2025/11/05-22:31:09	0:10:4	1	48	3	32	185	30	3	142	65	0	1	0	1	0	0	5	0	3	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	COMP	1	48
3124	2025/11/02-09:12:06	2025/11/02-09:22:52	0:10:46	1	46	3	32	185	30	3	142	65	0	1	0	1	1	0	3	0	5	1	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	COMP	1	46
3125	2025/11/02-20:15:47	2025/11/02-20:26:53	0:11:6	1	44	3	32	185	30	3	142	65	1	0	1	1	0	3	0	5	3	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	COMP	1	44
3126	2025/11/06-23:23:19	2025/11/06-23:37:08	0:13:49	1	47	3	32	185	30	3	142	65	1	1	0	1	1	2	4	0	5	5	0	5	0	5	2	0	1	0	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	1	COMP	1	47
3127	2025/11/01-12:44:08	2025/11/01-12:53:43	0:9:35	1	47	3	32	185	30	3	142	65	1	1	1	0	1	3	4	4	0	3	0	5	2	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	COMP	1	47
3128	2025/11/03-13:54:51	2025/11/03-14:03:01	0:8:10	1	44	3	32	185	30	3	142	65	1	1	1	1	0	4	4	3	3	0	5	5	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	0	COMP	1	44
3129	2025/11/04-12:39:51	2025/11/04-12:52:58	0:13:7	1	47	3	32	185	30	3	142	65	1	1	0	0	1	1	4	0	0	5	0	5	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	COMP	1	47
3130	2025/11/02-13:09:46	2025/11/02-13:14:39	0:4:53	1	47	3	32	185	30	3	142	65	1	1	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	47
3131	2025/11/03-16:16:31	2025/11/03-16:25:55	0:9:24	1	51	4	32	185	30	3	142	65	0	1	0	1	1	0	5	0	3	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	COMP	1	51
3132	2025/11/05-02:43:30	2025/11/05-02:56:03	0:12:33	1	58	4	32	185	30	3	142	65	1	1	1	1	1	3	3	2	4	5	0	0	0	5	4	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	COMP	1	58
3133	2025/11/05-21:15:56	2025/11/05-21:27:17	0:11:21	1	59	4	32	185	30	3	142	65	1	1	1	0	1	2	3	3	0	4	0	0	0	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	COMP	1	59
3134	2025/11/06-11:37:05	2025/11/06-11:46:40	0:9:35	1	52	4	32	185	30	3	142	65	1	1	1	1	0	4	5	2	4	0	5	2	0	5	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	COMP	1	52
3135	2025/11/06-21:13:27	2025/11/06-21:18:15	0:4:48	1	58	4	32	185	30	3	142	65	0	1	1	0	1	0	4	2	0	3	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	COMP	1	58
3136	2025/11/06-16:43:14	2025/11/06-16:52:44	0:9:30	1	55	4	32	185	30	3	142	65	1	1	1	0	0	2	5	4	0	0	0	5	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	COMP	1	55
3137	2025/11/07-03:59:50	2025/11/07-04:07:56	0:8:6	1	56	4	32	185	30	3	142	65	1	0	1	1	1	3	0	4	4	3	0	0	1	5	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	COMP	1	56
3138	2025/11/06-16:33:39	2025/11/06-16:41:32	0:7:53	1	50	4	32	185	30	3	142	65	0	1	1	0	0	0	5	4	0	0	0	4	5	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	COMP	1	50
3139	2025/11/06-22:48:02	2025/11/06-22:58:28	0:10:26	1	58	4	32	185	30	3	142	65	0	1	1	1	0	0	4	2	5	0	0	4	0	4	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	COMP	1	58
3140	2025/11/01-17:29:51	2025/11/01-17:40:30	0:10:39	1	55	4	32	185	30	3	142	65	1	1	1	0	1	1	4	4	0	3	0	4	4	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	COMP	1	55
3141	2025/11/01-09:05:52	2025/11/01-09:10:55	0:5:3	1	63	5	32	185	30	3	142	65	0	1	1	1	1	0	4	3	3	4	0	1	0	0	4	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	COMP	1	63
3142	2025/11/02-18:14:25	2025/11/02-18:27:32	0:13:7	1	63	5	32	185	30	3	142	65	0	1	1	1	0	0	4	4	5	0	0	5	5	5	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	COMP	1	63
3143	2025/11/04-01:47:25	2025/11/04-01:52:34	0:5:9	1	66	5	32	185	30	3	142	65	0	1	1	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	66
3144	2025/11/02-09:07:32	2025/11/02-09:21:17	0:13:45	1	60	5	32	185	30	3	142	65	0	1	1	0	0	0	3	5	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	60
3145	2025/11/01-12:46:45	2025/11/01-13:00:44	0:13:59	1	66	5	32	185	30	3	142	65	0	1	1	1	1	0	4	5	2	3	0	3	3	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	COMP	1	66
3146	2025/11/02-01:45:15	2025/11/02-01:59:10	0:13:55	1	66	5	32	185	30	3	142	65	1	0	0	1	0	4	0	0	5	0	1	0	0	5	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	COMP	1	66
3147	2025/11/06-12:29:23	2025/11/06-12:42:22	0:12:59	1	68	5	32	185	30	3	142	65	0	1	1	1	0	0	3	4	4	0	0	0	5	3	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	COMP	1	68
3148	2025/11/05-16:03:49	2025/11/05-16:08:20	0:4:31	1	64	5	32	185	30	3	142	65	1	1	1	0	1	1	3	4	0	4	0	0	5	0	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	COMP	1	64
3149	2025/11/05-11:55:45	2025/11/05-12:07:38	0:11:53	1	69	5	32	185	30	3	142	65	1	1	1	1	0	3	4	5	4	0	0	4	2	2	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0	COMP	1	69
3150	2025/11/04-03:46:53	2025/11/04-03:52:05	0:5:12	1	63	5	32	185	30	3	142	65	0	1	1	1	1	0	4	3	3	4	0	5	0	0	5	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	COMP	1	63
3151	2025/11/04-02:38:40	2025/11/04-02:48:32	0:9:52	2	29	1	32	185	30	3	142	65	1	1	1	0	1	1	3	5	0	3	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	COMP	2	29
3152	2025/11/06-18:05:55	2025/11/06-18:18:44	0:12:49	2	22	1	32	185	30	3	142	65	1	1	0	1	0	4	4	0	4	0	5	5	0	4	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	COMP	2	22
3153	2025/11/06-07:19:14	2025/11/06-07:33:23	0:14:9	2	24	1	32	185	30	3	142	65	1	1	1	1	1	3	5	3	5	3	0	5	0	5	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	COMP	2	24
3154	2025/11/05-22:52:27	2025/11/05-23:04:51	0:12:24	2	29	1	32	185	30	3	142	65	1	0	0	1	1	1	0	0	4	3	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	COMP	2	29
3155	2025/11/05-05:40:23	2025/11/05-05:54:16	0:13:53	2	21	1	32	185	30	3	142	65	1	1	0	1	0	3	4	0	4	0	0	5	0	4	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	COMP	2	21
3156	2025/11/05-10:27:21	2025/11/05-10:33:40	0:6:19	2	23	1	32	185	30	3	142	65	1	1	0	1	0	4	4	0	2	0	3	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	COMP	2	23
3157	2025/11/02-16:21:50	2025/11/02-16:32:04	0:10:14	2	25	1	32	185	30	3	142	65	1	1	1	1	1	5	4	3	3	3	4	4	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	COMP	2	25
3158	2025/11/04-00:22:32	2025/11/04-00:35:45	0:13:13	2	21	1	32	185	30	3	142	65	1	1	1	1	1	3	3	3	3	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	COMP	2	21
3159	2025/11/04-21:50:31	2025/11/04-22:00:58	0:10:27	2	25	1	32	185	30	3	142	65	1	1	1	1	1	3	5	5	5	3	0	3	5	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	COMP	2	25
3160	2025/11/02-03:31:10	2025/11/02-03:45:48	0:14:38	2	28	1	32	185	30	3	142	65	1	1	1	1	0	2	5	3	5	0	0	2	0	5	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	COMP	2	28
3161	2025/11/03-19:27:03	2025/11/03-19:38:45	0:11:42	2	36	2	32	185	30	3	142	65	1	1	1	1	1	3	3	4	4	3	0	0	3	4	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	COMP	2	36
3162	2025/11/07-08:51:55	2025/11/07-09:06:24	0:14:29	2	30	2	32	185	30	3	142	65	1	1	1	1	1	2	4	4	3	4	0	5	5	0	4	0	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	COMP	2	30
3163	2025/11/04-10:08:25	2025/11/04-10:14:31	0:6:6	2	31	2	32	185	30	3	142	65	0	1	1	1	0	0	4	4	3	0	0	4	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	COMP	2	31
3164	2025/11/03-00:49:20	2025/11/03-00:55:49	0:6:29	2	35	2	32	185	30	3	142	65	1	1	0	1	1	3	4	0	3	5	0	5	0	0	4	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	COMP	2	35
3165	2025/11/03-12:32:21	2025/11/03-12:45:21	0:13:0	2	35	2	32	185	30	3	142	65	1	1	1	1	1	2	5	4	2	4	0	5	3	0	5	0	1	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	COMP	2	35
3166	2025/11/05-03:14:01	2025/11/05-03:21:46	0:7:45	2	38	2	32	185	30	3	142	65	1	1	1	1	1	3	3	4	5	2	0	0	4	5	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	COMP	2	38
3167	2025/11/06-04:21:46	2025/11/06-04:29:42	0:7:56	2	30	2	32	185	30	3	142	65	1	1	1	1	0	2	3	5	2	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	COMP	2	30
3168	2025/11/06-14:58:24	2025/11/06-15:09:02	0:10:38	2	31	2	32	185	30	3	142	65	1	1	0	1	1	1	3	0	5	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	COMP	2	31
3169	2025/11/05-07:59:14	2025/11/05-08:12:26	0:13:12	2	35	2	32	185	30	3	142	65	1	1	0	1	1	5	4	0	2	4	5	5	0	0	5	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1	COMP	2	35
3170	2025/11/02-03:21:48	2025/11/02-03:36:33	0:14:45	2	32	2	32	185	30	3	142	65	1	0	0	1	1	3	0	0	5	3	0	0	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	COMP	2	32
3171	2025/11/06-06:28:50	2025/11/06-06:37:40	0:8:50	2	41	3	32	185	30	3	142	65	1	1	0	0	0	2	4	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	COMP	2	41
3172	2025/11/01-20:46:49	2025/11/01-20:52:17	0:5:28	2	43	3	32	185	30	3	142	65	0	1	0	1	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	43
3173	2025/11/01-11:04:15	2025/11/01-11:17:57	0:13:42	2	40	3	32	185	30	3	142	65	1	0	1	1	0	1	0	3	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	COMP	2	40
